don't,754.93,755.09
become,755.13,755.41
bold,755.43,755.75
by,755.82,755.92
sitting,756.04,756.28
around,756.34,756.62
trying,756.66,756.92
to,756.94,756.98
feel,757.04,757.24
ready,757.28,757.48
you,757.54,757.66
become,757.92,758.20
bold,758.28,758.52
by,758.58,758.68
choosing,758.74,759.06
them.,759.12,759.56
Uncomfortable,759.54,760.30
move,760.38,760.64
every,760.68,761.14
single,761.20,761.50
time,761.56,761.88
until,762.04,762.28
your,762.33,762.47
brain,762.50,762.76
adapts,762.83,763.21
you,763.25,763.39
speak,763.43,763.73
when,763.83,763.95
your,763.97,764.09
voice,764.15,764.41
shakes,764.45,764.69
you,764.73,764.83
make,764.87,765.03
eye,765.11,765.17
contact,765.21,765.69
when,765.71,765.81
your,765.85,765.97
instinct,766.03,766.37
is,766.49,766.57
to,766.61,766.69
look,766.75,766.91
away,766.97,767.23
you,767.25,767.45
say,767.53,767.73
what,767.77,767.95
you,767.99,768.13
really,768.21,768.49
mean,768.57,768.81
even,769.07,769.23
if,769.27,769.33
your,769.37,769.51
heart's,769.55,769.79
racing,769.87,770.25
and,770.29,770.53
every,770.75,770.98
time,771.03,771.24
you,771.30,771.42
do,771.48,771.66
that,771.72,771.82
you're,771.84,772.00
sending,772.04,772.30
a,772.36,772.38
message,772.44,772.78
to,772.84,772.90
your,772.94,773.08
subconscious,773.12,773.72
this,773.78,774.00
is,774.26,774.32
who,774.38,774.50
the,774.54,774.64
I,774.86,774.92
am,774.94,775.40
now,775.48,775.68
not,775.70,775.96
the,776.00,776.10
overthinking,776.20,776.70
kid,776.78,777.00
not,777.36,777.52
the,777.54,777.66
one,777.78,777.88
who,777.92,778.04
waits,778.10,778.33
for,778.37,778.49
permission,778.52,778.95
not,778.97,779.41
the,779.45,779.55
one,779.69,779.79
who's,779.83,780.01
scared,780.07,780.37
of,780.41,780.45
awkwardness,780.49,781.11
or,781.25,781.31
rejection,781.35,781.85
or,782.17,782.25
being,782.29,782.49
too,782.61,782.79
much,782.87,783.05
you,783.09,783.21
kill,783.25,783.47
that,783.51,783.63
version,783.69,783.99
one,784.33,784.43
bold,784.47,784.69
move,784.73,784.91
at,784.95,784.99
a,785.05,785.07
time,785.13,785.41
and,785.43,785.71
here's,785.75,786.01
the,786.05,786.60
Part,786.58,786.88
most,786.90,787.08
people,787.14,787.42
will,787.46,787.62
never,787.72,787.94
understand,788.02,788.46
boldness,788.54,788.96
isn't,789.22,789.40
something,789.48,789.78
you,789.82,789.96
use,790.10,790.24
it's,790.30,790.38
something,790.44,790.74
you,790.78,790.92
become,790.97,791.28
it's,791.35,791.45
a,791.49,791.51
new,791.61,791.77
operating,791.93,792.33
system,792.39,792.71
one,792.89,792.99
where,793.05,793.19
pressure,793.27,793.61
doesn't,793.65,794.07
scare,794.11,794.39
you,794.43,794.53
at,794.57,794.61
excite,794.69,795.05
you,795.11,795.23
where,795.25,795.60
people,795.63,795.93
don't,796.18,796.38
control,796.44,796.86
how,796.88,797.02
you,797.06,797.20
feel,797.28,797.48
you,797.54,797.66
do,797.70,797.88
because,798.10,798.32
when,798.34,798.44
you,798.48,798.60
finally,798.66,799.00
stop,799.06,799.32
trying,799.36,799.62
to,799.66,799.74
avoid,799.82,800.12
fear,800.21,800.42
and,800.77,800.83
you,800.87,800.97
start,801.01,801.21
choosing,801.29,801.65
it,801.71,801.75
instead,801.89,802.31
you,802.35,802.47
become,802.51,802.79
dangerous,802.83,803.41
and,803.81,803.87
the,803.91,803.99
world,804.05,804.29
feels,804.41,804.71
it,804.79,804.84
and,805.22,805.30
if,805.34,805.38
you're,805.40,805.58
still,805.60,805.82
watching,805.88,806.20
up,806.26,806.34
to,806.36,806.44
this,806.48,806.62
point,806.70,806.92
I,807.18,807.24
just,807.28,807.42
want,807.46,807.58
to,807.60,807.64
say,807.70,807.88
I,807.90,808.02
love,808.12,808.30
you,808.34,808.46
this,808.50,808.66
was,808.74,808.84
the,808.88,808.96
dark,809.02,809.24
needle,809.30,809.57
and,809.87,809.97
I'll,810.41,810.55
see,810.59,810.71
you,810.75,810.83
in,810.87,810.91
the,810.95,811.01
next,811.05,811.21
video,811.25,811.89
